64 64 64
0,144375 0,03546875 0,3129688
-4,62 -0,006999969 -10,015
36 0 49 True
1 3 16 True
1 3 32 True
36 16 17 True
36 0 17 True
2 0 17 True
2 0 33 True
2 0 49 True
2 0 1 True
4 0 49 True
4 0 33 True
4 0 17 True
4 0 1 True
18 0 49 True
18 0 1 True
18 0 33 True
20 0 33 True
20 0 1 True
34 0 1 True
34 0 17 True
34 0 33 True
36 0 33 True
2 32 17 True
2 16 49 True
2 48 49 True
2 16 33 True
2 16 17 True
2 48 33 True
2 48 17 True
2 32 49 True
2 32 33 True
2 32 1 True
2 3 0 True
2 48 1 True
2 16 1 True
4 48 1 True
4 32 1 True
4 16 1 True
18 16 1 True
18 32 1 True
18 48 1 True
20 48 1 True
20 32 1 True
20 16 1 True
0 16 1 False
0 16 17 False
0 16 33 False
0 16 49 False
0 32 1 False
0 32 17 False
0 32 33 False
0 32 49 False
0 48 1 False
0 48 17 False
0 48 33 False
0 48 49 False
32 16 33 False
1 16 17 True
1 48 1 True
1 32 1 True
1 16 49 True
1 32 49 True
1 0 33 True
1 16 33 True
1 0 17 True
1 32 33 True
1 48 49 True
1 16 1 True
1 0 1 True
1 48 33 True
1 48 17 True
1 32 17 True
1 0 49 True
17 0 49 True
17 0 33 True
17 0 17 True
17 0 1 True
33 0 17 True
33 0 1 True
33 0 33 True
33 0 49 True
16 4 1 True
16 36 1 True
16 52 1 True
16 20 1 True
17 16 1 True
17 32 1 True
17 48 1 True
32 20 1 True
32 4 1 True
33 16 1 True
16 4 17 True
16 20 17 True
17 16 17 True
34 16 33 False
36 16 33 False
37 16 1 True
19 0 17 True
19 16 17 True
21 0 17 True
21 16 17 True
21 0 49 True
35 0 49 True
37 0 49 True
37 0 17 True
37 16 17 True
19 0 49 True
3 0 1 True
3 0 33 True
3 0 17 True
3 0 49 True
5 0 49 True
5 0 33 True
5 0 17 True
5 0 1 True
19 0 33 True
19 0 1 True
21 0 1 True
21 0 33 True
35 0 1 True
35 0 17 True
35 0 33 True
37 0 1 True
37 0 33 True
3 48 17 True
3 48 33 True
3 16 49 True
3 32 49 True
3 16 17 True
3 32 33 True
3 32 17 True
3 16 33 True
3 48 49 True
3 3 0 True
3 32 1 True
3 48 1 True
3 16 1 True
5 48 1 True
5 32 1 True
5 16 1 True
19 16 1 True
19 48 1 True
19 32 1 True
21 48 1 True
21 16 1 True
21 32 1 True
35 16 1 True
33 16 33 False
0 4 1 False
0 4 17 False
0 4 33 False
0 4 49 False
0 20 1 False
0 20 17 False
0 20 33 False
0 20 49 False
0 36 1 False
0 36 17 False
0 36 33 False
0 36 49 False
0 52 1 False
0 52 17 False
0 52 33 False
0 52 49 False
32 4 33 False
32 20 33 False
0 2 1 False
1 36 17 True
1 36 1 True
1 20 17 True
1 36 49 True
1 20 1 True
1 52 1 True
1 20 49 True
1 4 49 True
1 36 33 True
1 4 17 True
1 4 33 True
1 2 1 True
1 52 17 True
1 52 33 True
1 52 49 True
1 20 33 True
1 4 1 True
16 33 1 True
16 49 1 True
16 17 1 True
16 1 1 True
17 52 1 True
17 36 1 True
17 4 1 True
17 20 1 True
32 1 1 True
32 17 1 True
33 4 1 True
33 20 1 True
16 17 17 True
16 1 17 True
17 20 17 True
17 4 17 True
32 1 49 True
35 16 33 False
37 16 33 False
0 2 17 False
0 2 33 False
36 1 49 True
34 1 49 True
1 2 17 True
1 2 33 True
36 17 17 True
36 1 17 True
2 17 17 True
2 49 49 True
2 1 33 True
2 49 33 True
2 1 17 True
2 33 49 True
2 17 33 True
2 1 49 True
2 49 17 True
2 33 33 True
2 17 49 True
2 33 17 True
2 49 1 True
2 17 1 True
2 2 1 True
2 1 1 True
2 33 1 True
4 17 1 True
4 49 1 True
4 1 1 True
4 33 1 True
18 1 1 True
18 49 1 True
18 33 1 True
18 17 1 True
20 49 1 True
20 17 1 True
20 33 1 True
20 1 1 True
34 1 1 True
34 17 1 True
36 17 1 True
36 1 1 True
18 17 17 True
18 1 17 True
20 17 17 True
20 1 17 True
20 1 49 True
0 1 1 False
0 1 17 False
0 1 33 False
0 1 49 False
0 17 1 False
0 17 17 False
0 17 33 False
0 17 49 False
0 33 1 False
0 33 17 False
0 33 33 False
0 33 49 False
0 49 1 False
0 49 17 False
0 49 33 False
0 49 49 False
16 1 33 False
16 1 49 False
32 1 17 False
32 1 33 False
32 17 33 False
33 4 33 False
33 20 33 False
1 49 1 True
1 1 1 True
1 33 49 True
1 17 49 True
1 17 17 True
1 33 1 True
1 49 49 True
1 49 33 True
1 17 1 True
1 49 17 True
1 33 33 True
1 17 33 True
1 1 33 True
1 1 17 True
1 33 17 True
1 1 49 True
16 5 1 True
16 53 1 True
16 21 1 True
16 37 1 True
17 1 1 True
17 17 1 True
17 49 1 True
17 33 1 True
32 5 1 True
32 21 1 True
33 17 1 True
33 1 1 True
16 21 17 True
16 5 17 True
17 1 17 True
17 17 17 True
33 1 49 True
18 1 33 False
18 1 49 False
34 1 17 False
34 1 33 False
34 17 33 False
4 1 17 False
4 1 33 False
4 1 49 False
20 1 33 False
36 1 33 False
36 17 33 False
3 49 1 True
3 17 1 True
3 33 1 True
3 1 1 True
5 33 1 True
5 1 1 True
5 17 1 True
5 49 1 True
17 37 1 True
17 5 1 True
17 21 1 True
17 53 1 True
19 1 1 True
19 49 1 True
19 33 1 True
19 17 1 True
21 33 1 True
21 49 1 True
21 1 1 True
21 17 1 True
33 5 1 True
33 21 1 True
35 1 1 True
35 17 1 True
37 1 1 True
37 17 1 True
17 21 17 True
17 5 17 True
19 17 17 True
19 1 17 True
21 17 17 True
21 1 17 True
37 1 17 True
37 17 17 True
37 1 49 True
35 1 49 True
21 1 49 True
1 21 49 True
1 5 1 True
1 37 17 True
1 37 33 True
1 21 33 True
1 21 17 True
1 53 49 True
1 21 1 True
1 53 33 True
1 53 17 True
1 5 49 True
1 53 1 True
1 3 1 True
1 37 1 True
1 5 17 True
1 37 49 True
1 5 33 True
19 1 49 True
3 17 17 True
3 33 49 True
3 49 49 True
3 1 33 True
3 33 33 True
3 49 33 True
3 49 17 True
3 1 49 True
3 17 49 True
3 33 17 True
3 1 17 True
3 17 33 True
17 1 33 False
17 1 49 False
33 1 17 False
33 1 33 False
33 17 33 False
0 5 1 False
0 5 17 False
0 5 33 False
0 5 49 False
0 21 1 False
0 21 17 False
0 21 33 False
0 21 49 False
0 37 1 False
0 37 17 False
0 37 33 False
0 37 49 False
0 53 1 False
0 53 17 False
0 53 33 False
0 53 49 False
32 5 33 False
32 21 33 False
0 3 1 False
3 2 1 True
19 1 33 False
35 1 17 False
35 1 33 False
35 17 33 False
5 1 17 False
5 1 33 False
5 1 49 False
21 1 33 False
37 1 33 False
37 17 33 False
33 5 33 False
33 21 33 False
0 3 17 False
1 3 17 True
0 3 33 False
2 3 1 True
1 3 33 True
0 0 2 True
16 18 0 True
22 32 0 True
22 16 0 True
22 48 0 True
22 0 0 True
32 2 0 True
32 18 0 True
38 16 0 True
38 0 0 True
16 2 16 True
16 18 16 True
22 0 16 True
22 16 16 True
22 0 48 True
32 2 48 True
38 0 48 True
38 16 16 True
38 0 16 True
38 16 32 True
38 0 32 True
1 0 2 True
1 2 48 True
1 18 0 True
1 18 16 True
1 18 32 True
1 18 48 True
1 34 0 True
1 34 16 True
2 0 2 True
6 0 16 True
6 0 32 True
6 0 48 True
6 0 0 True
22 0 32 True
2 18 32 True
2 18 16 True
2 18 48 True
2 34 16 True
2 2 48 True
2 2 32 True
2 2 16 True
2 34 0 True
2 18 0 True
3 3 1 True
6 48 0 True
6 32 0 True
6 16 0 True
16 34 0 True
16 2 0 True
16 50 0 True
0 2 48 False
0 18 0 False
0 18 16 False
0 18 32 False
0 18 48 False
0 34 0 False
0 34 16 False
36 2 32 True
36 18 32 True
34 2 32 True
34 18 32 True
36 2 48 True
34 2 48 True
20 2 48 True
20 18 16 True
20 2 16 True
18 2 16 True
18 18 16 True
36 18 0 True
36 2 0 True
34 2 0 True
34 18 0 True
20 18 0 True
20 34 0 True
20 50 0 True
20 2 0 True
18 50 0 True
18 2 0 True
18 18 0 True
18 34 0 True
4 2 0 True
4 18 0 True
4 34 0 True
4 50 0 True
2 4 0 True
2 50 0 True
2 20 0 True
2 4 16 True
2 34 32 True
2 50 48 True
2 4 32 True
2 50 16 True
2 4 48 True
2 50 32 True
2 34 48 True
2 20 16 True
2 20 32 True
36 2 16 True
36 18 16 True
0 0 18 True
0 0 34 True
0 0 50 True
33 2 48 True
39 0 48 True
39 0 32 True
39 16 32 True
39 16 16 True
39 0 16 True
1 34 32 True
1 34 48 True
1 50 0 True
1 50 16 True
1 50 32 True
1 50 48 True
33 18 32 True
33 2 32 True
3 0 2 True
7 0 16 True
7 0 48 True
7 0 32 True
7 0 0 True
23 0 48 True
23 0 32 True
23 0 16 True
23 0 0 True
39 0 0 True
3 18 48 True
3 2 16 True
3 2 32 True
3 2 48 True
3 18 16 True
3 18 32 True
3 34 16 True
3 34 0 True
3 18 0 True
7 32 0 True
7 48 0 True
7 16 0 True
17 18 0 True
17 34 0 True
17 50 0 True
17 2 0 True
23 16 0 True
23 32 0 True
23 48 0 True
33 18 0 True
33 2 0 True
39 16 0 True
17 18 16 True
17 2 16 True
23 16 16 True
0 34 32 False
0 34 48 False
0 50 0 False
0 50 16 False
0 50 32 False
0 50 48 False
32 2 32 False
32 18 32 False
0 2 2 False
0 16 2 False
0 16 18 False
0 16 34 False
0 16 50 False
0 32 2 False
0 32 18 False
18 2 48 False
37 2 16 True
1 16 34 True
1 0 50 True
1 0 18 True
1 32 18 True
1 0 34 True
1 16 18 True
1 32 2 True
1 16 50 True
1 16 2 True
1 2 2 True
19 2 48 True
3 34 32 True
3 50 16 True
3 4 48 True
3 4 32 True
3 4 16 True
3 20 32 True
3 50 48 True
3 20 16 True
3 34 48 True
3 50 32 True
3 50 0 True
3 4 0 True
3 20 0 True
5 34 0 True
5 18 0 True
5 50 0 True
5 2 0 True
19 50 0 True
19 34 0 True
19 18 0 True
19 2 0 True
21 50 0 True
21 34 0 True
21 2 0 True
21 18 0 True
35 2 0 True
35 18 0 True
37 18 0 True
37 2 0 True
19 18 16 True
19 2 16 True
21 18 16 True
21 2 16 True
21 2 48 True
35 2 48 True
37 2 48 True
35 18 32 True
35 2 32 True
37 2 32 True
37 18 32 True
37 18 16 True
0 1 2 False
0 3 48 False
0 19 0 False
0 19 16 False
0 19 32 False
0 19 48 False
0 35 0 False
0 35 16 False
1 35 0 True
1 19 16 True
1 19 32 True
1 3 48 True
1 35 16 True
1 19 48 True
1 1 2 True
1 19 0 True
2 19 48 True
2 35 16 True
2 19 32 True
2 3 48 True
2 3 32 True
2 3 16 True
2 19 16 True
2 35 0 True
2 1 2 True
2 19 0 True
6 49 0 True
6 33 0 True
6 17 0 True
6 1 0 True
16 51 0 True
16 35 0 True
16 19 0 True
16 3 0 True
22 49 0 True
22 33 0 True
22 1 0 True
22 17 0 True
32 3 0 True
32 19 0 True
38 1 0 True
38 17 0 True
16 19 16 True
16 3 16 True
22 1 16 True
22 17 16 True
22 1 48 True
38 1 48 True
38 17 32 True
38 1 32 True
38 1 16 True
38 17 16 True
36 19 16 True
36 3 16 True
2 21 16 True
2 21 32 True
2 51 16 True
2 5 48 True
2 5 32 True
2 51 48 True
2 51 32 True
2 5 16 True
2 35 32 True
2 35 48 True
2 21 0 True
2 5 0 True
2 51 0 True
4 35 0 True
4 19 0 True
4 3 0 True
4 51 0 True
18 35 0 True
18 3 0 True
18 19 0 True
18 51 0 True
20 51 0 True
20 35 0 True
20 19 0 True
20 3 0 True
34 19 0 True
34 3 0 True
36 3 0 True
36 19 0 True
18 3 16 True
18 19 16 True
20 19 16 True
20 3 16 True
34 19 32 True
34 3 32 True
36 19 32 True
36 3 32 True
0 35 32 False
0 35 48 False
0 51 0 False
0 51 16 False
0 51 32 False
0 51 48 False
32 3 32 False
32 3 48 False
32 19 32 False
6 1 16 False
6 1 32 False
6 1 48 False
22 1 32 False
0 0 3 True
1 35 48 True
1 51 48 True
1 35 32 True
1 51 32 True
1 51 16 True
1 51 0 True
33 3 32 True
33 19 32 True
3 3 16 True
3 35 16 True
3 19 48 True
3 19 32 True
3 19 16 True
3 3 32 True
3 3 48 True
3 1 2 True
3 19 0 True
3 35 0 True
7 33 0 True
7 17 0 True
7 1 0 True
7 49 0 True
17 19 0 True
17 51 0 True
17 3 0 True
17 35 0 True
23 49 0 True
23 33 0 True
23 17 0 True
23 1 0 True
33 3 0 True
33 19 0 True
39 1 0 True
39 17 0 True
17 3 16 True
17 19 16 True
23 17 16 True
23 1 16 True
23 1 48 True
39 1 48 True
39 1 32 True
39 17 32 True
39 17 16 True
39 1 16 True
0 3 2 False
0 1 18 False
0 1 34 False
0 1 50 False
0 17 2 False
0 17 18 False
0 17 34 False
0 17 50 False
0 33 2 False
0 33 18 False
18 3 48 False
34 3 48 False
20 3 48 False
36 3 48 False
21 19 0 True
21 3 0 True
21 35 0 True
21 51 0 True
35 19 0 True
35 3 0 True
37 3 0 True
37 19 0 True
19 3 16 True
19 19 16 True
37 19 16 True
37 3 16 True
37 3 32 True
37 19 32 True
35 3 32 True
35 19 32 True
21 3 16 True
21 19 16 True
1 1 34 True
1 3 2 True
1 1 18 True
1 17 18 True
1 17 50 True
1 17 2 True
1 33 18 True
1 17 34 True
1 33 2 True
1 1 50 True
2 52 16 True
2 36 32 True
2 36 48 True
2 20 48 True
2 52 32 True
2 36 16 True
3 21 16 True
3 35 32 True
3 51 48 True
3 51 16 True
3 5 16 True
3 5 32 True
3 21 32 True
3 35 48 True
3 5 48 True
3 51 32 True
2 52 0 True
2 36 0 True
3 21 0 True
3 51 0 True
3 5 0 True
5 3 0 True
5 51 0 True
5 35 0 True
5 19 0 True
19 35 0 True
19 3 0 True
19 19 0 True
19 51 0 True
0 2 49 False
0 18 1 False
0 18 17 False
0 18 33 False
0 18 49 False
0 34 1 False
0 34 17 False
33 3 48 False
7 1 16 False
7 1 32 False
7 1 48 False
23 1 32 False
6 0 1 True
6 48 1 True
16 34 1 True
16 18 1 True
16 2 1 True
16 50 1 True
18 50 1 True
18 2 1 True
18 34 1 True
18 18 1 True
20 2 1 True
22 32 1 True
22 0 1 True
22 48 1 True
22 16 1 True
32 18 1 True
32 2 1 True
34 2 1 True
34 18 1 True
38 0 1 True
38 16 1 True
16 18 17 True
16 2 17 True
18 2 17 True
18 18 17 True
20 2 17 True
22 0 17 True
22 16 17 True
20 2 49 True
22 0 49 True
32 2 49 True
34 2 49 True
38 0 49 True
38 16 17 True
38 0 17 True
0 0 35 True
0 0 19 True
0 0 51 True
1 34 17 True
1 18 17 True
1 18 1 True
1 34 1 True
1 18 49 True
1 2 49 True
1 0 3 True
1 18 33 True
2 0 3 True
6 0 49 True
6 0 33 True
6 0 17 True
22 0 33 True
38 0 33 True
2 2 33 True
2 2 17 True
2 34 49 True
2 2 49 True
2 34 33 True
2 34 17 True
2 50 49 True
2 50 17 True
2 18 49 True
2 18 33 True
2 50 33 True
2 18 17 True
2 18 1 True
2 34 1 True
2 50 1 True
4 2 1 True
4 34 1 True
4 50 1 True
4 18 1 True
6 16 1 True
6 32 1 True
19 3 48 False
35 3 48 False
21 3 48 False
37 3 48 False
36 2 49 True
36 18 17 True
36 2 17 True
2 20 33 True
2 20 17 True
2 4 49 True
2 4 33 True
2 4 17 True
3 36 16 True
3 52 32 True
3 52 16 True
3 36 48 True
3 20 48 True
3 36 32 True
2 20 1 True
2 4 1 True
3 52 0 True
3 36 0 True
20 18 1 True
20 50 1 True
20 34 1 True
36 2 1 True
36 18 1 True
20 18 17 True
0 34 33 False
0 34 49 False
0 50 1 False
0 50 17 False
0 50 33 False
0 50 49 False
32 2 33 False
32 18 33 False
38 16 33 False
0 2 3 False
0 16 3 False
0 16 19 False
0 16 35 False
0 16 51 False
0 32 3 False
0 32 19 False
18 2 49 False
34 2 33 False
34 18 33 False
17 34 1 True
17 50 1 True
19 50 1 True
19 18 1 True
19 2 1 True
19 34 1 True
23 16 1 True
23 32 1 True
23 48 1 True
23 0 1 True
33 2 1 True
33 18 1 True
35 18 1 True
35 2 1 True
39 16 1 True
39 0 1 True
17 2 17 True
17 18 17 True
19 18 17 True
19 2 17 True
23 0 17 True
23 16 17 True
23 0 49 True
33 2 49 True
35 2 49 True
39 0 49 True
39 0 17 True
39 16 17 True
1 16 19 True
1 50 17 True
1 16 3 True
1 0 51 True
1 0 35 True
1 16 35 True
1 32 19 True
1 32 3 True
1 16 51 True
1 50 1 True
1 0 19 True
1 34 49 True
1 34 33 True
1 50 49 True
1 2 3 True
1 50 33 True
19 2 49 True
3 0 3 True
7 0 17 True
7 0 1 True
7 0 49 True
7 0 33 True
23 0 33 True
39 0 33 True
3 18 49 True
3 50 33 True
3 18 33 True
3 50 17 True
3 18 17 True
3 34 33 True
3 2 49 True
3 50 49 True
3 2 17 True
3 34 17 True
3 2 33 True
3 34 49 True
3 18 1 True
3 50 1 True
3 34 1 True
5 18 1 True
5 2 1 True
7 32 1 True
7 48 1 True
7 16 1 True
17 18 1 True
17 2 1 True
36 2 33 False
36 18 33 False
6 49 1 True
6 33 1 True
6 17 1 True
6 1 1 True
16 19 1 True
16 3 1 True
16 51 1 True
16 35 1 True
18 3 1 True
18 51 1 True
18 19 1 True
18 35 1 True
21 2 1 True
21 18 1 True
22 17 1 True
22 1 1 True
22 33 1 True
22 49 1 True
32 19 1 True
32 3 1 True
34 19 1 True
34 3 1 True
38 1 1 True
38 17 1 True
16 19 17 True
16 3 17 True
18 19 17 True
18 3 17 True
21 2 17 True
22 1 17 True
22 17 17 True
21 2 49 True
22 1 49 True
38 1 49 True
38 17 17 True
38 1 17 True
1 35 1 True
1 3 49 True
1 19 33 True
1 1 3 True
1 19 17 True
1 19 1 True
1 19 49 True
1 35 17 True
2 51 33 True
2 35 17 True
2 51 17 True
2 3 17 True
2 35 49 True
2 35 33 True
2 19 49 True
2 19 33 True
2 19 17 True
2 3 49 True
2 51 49 True
2 3 33 True
2 51 1 True
2 35 1 True
2 1 3 True
2 19 1 True
4 3 1 True
4 19 1 True
5 50 1 True
5 34 1 True
0 1 3 False
0 3 49 False
0 19 1 False
0 19 17 False
0 19 33 False
0 19 49 False
0 35 1 False
0 35 17 False
33 2 33 False
33 18 33 False
39 16 33 False
35 2 33 False
35 18 33 False
37 2 17 True
37 18 17 True
37 2 49 True
21 18 17 True
37 18 1 True
37 2 1 True
21 50 1 True
2 37 16 True
2 21 48 True
2 53 32 True
2 53 16 True
2 37 48 True
2 37 32 True
3 20 33 True
3 20 17 True
3 4 49 True
3 4 33 True
3 4 17 True
2 37 0 True
2 53 0 True
3 20 1 True
3 4 1 True
21 34 1 True
0 35 33 False
0 35 49 False
0 51 1 False
0 51 17 False
0 51 33 False
0 51 49 False
32 3 33 False
32 3 49 False
32 19 33 False
6 1 17 False
6 1 33 False
6 1 49 False
22 1 33 False
38 1 33 False
38 17 33 False
0 3 3 False
0 1 19 False
0 1 35 False
0 1 51 False
0 17 3 False
0 17 19 False
0 17 35 False
0 17 51 False
0 33 3 False
0 33 19 False
18 3 49 False
34 3 33 False
34 3 49 False
34 19 33 False
23 1 1 True
23 49 1 True
33 3 1 True
33 19 1 True
35 19 1 True
35 3 1 True
39 17 1 True
39 1 1 True
17 3 17 True
17 19 17 True
19 3 17 True
19 19 17 True
20 3 17 True
23 1 17 True
23 17 17 True
23 1 49 True
39 1 49 True
39 1 17 True
39 17 17 True
1 51 49 True
1 1 19 True
1 17 3 True
1 17 19 True
1 51 33 True
1 51 17 True
1 51 1 True
1 1 35 True
1 33 19 True
1 1 51 True
1 3 3 True
1 35 49 True
1 33 3 True
1 17 51 True
1 35 33 True
1 17 35 True
3 35 49 True
3 35 33 True
3 51 17 True
3 35 17 True
3 3 33 True
3 3 49 True
3 19 49 True
3 19 33 True
3 51 49 True
3 19 17 True
3 3 17 True
3 51 33 True
3 1 3 True
3 19 1 True
3 35 1 True
3 51 1 True
4 35 1 True
4 51 1 True
5 19 1 True
5 3 1 True
7 49 1 True
7 17 1 True
7 33 1 True
7 1 1 True
17 19 1 True
17 35 1 True
17 3 1 True
17 51 1 True
19 35 1 True
19 51 1 True
19 3 1 True
19 19 1 True
